onset	duration	trial_type	value	sample
1.0	0.0	nontarget26	55	200
3.42	0.0	nontarget1	30	684
5.835	0.0	nontarget11	40	1167
8.255	0.0	target1	15	1651
10.67	0.0	nontarget31	60	2134
13.09	0.0	target6	20	2618
15.505	0.0	nontarget6	35	3101
17.92	0.0	target11	25	3584
20.34	0.0	nontarget21	50	4068
22.755	0.0	nontarget16	45	4551
25.175	0.0	nontarget7	36	5035
27.59	0.0	target7	21	5518
30.005	0.0	nontarget17	46	6001
32.425	0.0	nontarget2	31	6485
34.84	0.0	target2	16	6968
37.26	0.0	nontarget32	61	7452
39.675	0.0	nontarget22	51	7935
42.09	0.0	target12	26	8418
44.51	0.0	nontarget27	56	8902
46.925	0.0	nontarget12	41	9385
49.34	0.0	nontarget13	42	9868
51.76	0.0	nontarget33	62	10352
54.18	0.0	nontarget28	57	10836
56.595	0.0	nontarget18	47	11319
59.01	0.0	target8	22	11802
61.425	0.0	nontarget23	52	12285
63.845	0.0	nontarget8	37	12769
66.26	0.0	target13	27	13252
68.68	0.0	nontarget3	32	13736
71.095	0.0	target3	17	14219
73.51	0.0	nontarget24	53	14702
75.93	0.0	target14	28	15186
78.345	0.0	nontarget9	38	15669
80.76	0.0	nontarget4	33	16152
83.18	0.0	nontarget19	48	16636
85.6	0.0	target4	18	17120
88.02	0.0	nontarget14	43	17604
90.435	0.0	nontarget29	58	18087
92.85	0.0	target9	23	18570
95.27	0.0	nontarget34	63	19054
97.695	0.0	nontarget30	59	19539
100.115	0.0	target10	24	20023
102.535	0.0	nontarget10	39	20507
104.955	0.0	nontarget5	34	20991
107.37	0.0	nontarget15	44	21474
109.785	0.0	target5	19	21957
112.205	0.0	nontarget35	64	22441
114.62	0.0	nontarget20	49	22924
117.035	0.0	target15	29	23407
119.455	0.0	nontarget25	54	23891
